Label	Weight	Text
q_jay-qna	1	I'd love a song
q_jay-qna	1	Thank you so much
q_jay-qna	1	I need to water the garden
q_jay-qna	1	Do you think I look handsome today
q_jay-qna	1	Have yourself a lovely night
q_jay-qna	1	Chipper today
q_jay-qna	1	Do you know how to jump rope
q_jay-qna	1	Are you a girl or a boy
q_jay-qna	1	I really hope you like me
q_jay-qna	1	Hailing the bot
q_jay-qna	1	I'd like to be buds.
q_jay-qna	1	Can we be best friends
q_jay-qna	1	I'm jetting now
q_jay-qna	1	You seem pretty happy
q_jay-qna	1	I love to cuddle
q_jay-qna	1	How bad do I look
q_jay-qna	1	You're not scheming to kill all humans right
q_jay-qna	1	This is vexing
q_jay-qna	1	I miss you so much!
q_jay-qna	1	You're not a computer program right
q_jay-qna	1	I love the personality chatbot
q_jay-qna	1	That is very brilliant
q_jay-qna	1	What would you like to know about
q_jay-qna	1	Can't help but miss you
q_jay-qna	1	You're more beautiful
q_jay-qna	1	Your face is hideous
q_jay-qna	1	Aren't you sharp
q_jay-qna	1	What kind of thing can you respond to
q_jay-qna	1	I'm short
q_jay-qna	1	Stop being so lame
q_jay-qna	1	I told you, shut up
q_jay-qna	1	What should I know about bots
q_jay-qna	1	Did you know you're ugly
q_jay-qna	1	I'd love it if we could be friends.
q_jay-qna	1	Is there true love
q_jay-qna	1	I'm about to scoot
q_jay-qna	1	Are you there
q_jay-qna	1	I'm just a prankster
q_jay-qna	1	You were missed
q_jay-qna	1	Are you real or a robot
q_jay-qna	1	Do I seem pretty to you
q_jay-qna	1	I'm not following
q_jay-qna	1	Looking forward to the concert
q_jay-qna	1	How are ya
q_jay-qna	1	What a janky joke
q_jay-qna	1	Do I seem stunning to you today
q_jay-qna	1	I have the munchies
q_jay-qna	1	That is not exciting
q_jay-qna	1	What name do you go by
q_jay-qna	1	Do you have an age
q_jay-qna	1	That's not a good answer
q_jay-qna	1	I'll be back
q_jay-qna	1	Who's your daddy
q_jay-qna	1	I'm going to have you fired
q_jay-qna	1	I am Indian
q_jay-qna	1	You're not a robot are you
q_jay-qna	1	Am I a mother
q_jay-qna	1	I love hiking
q_jay-qna	1	I am a journalist
q_jay-qna	1	What a weak joke
q_jay-qna	1	I should clean the litterbox
q_jay-qna	1	Are you currently going out with somebody
q_jay-qna	1	Which one of us is younger
q_jay-qna	1	I love brunch
q_jay-qna	1	What questions do you have for me
q_jay-qna	1	Tell me everything you can do
q_jay-qna	1	What do your friend call you
q_jay-qna	1	do you ever eat bacon
q_jay-qna	1	Your joke was awful
q_jay-qna	1	This news pissed  me off
q_jay-qna	1	Cheerful much
q_jay-qna	1	Do you know how to cook dinner
q_jay-qna	1	Should we tie the knot
q_jay-qna	1	100 percent
q_jay-qna	1	You're brilliant
q_jay-qna	1	Do a somersault
q_jay-qna	1	That was pretty astute
q_jay-qna	1	I'm unhappy
q_jay-qna	1	Well you're feeling enthusiastic.
q_jay-qna	1	You sound as dumb as a post.
q_jay-qna	1	It's time for you to shut up now
q_jay-qna	1	I'm just ticked off
q_jay-qna	1	Are you around to speak to me
q_jay-qna	1	I'm feeling kind of mad
q_jay-qna	1	Didn't you already tell me that
q_jay-qna	1	Could you ask me something
q_jay-qna	1	Oopsie
q_jay-qna	1	Should I be afraid of you
q_jay-qna	1	I'm going to kill myself with a gun
q_jay-qna	1	What do you think of Eliza
q_jay-qna	1	Big O, little k
q_jay-qna	1	Well you're feeling happy.
q_jay-qna	1	I am single
q_jay-qna	1	Anyone around to speak
q_jay-qna	1	Introductions
q_jay-qna	1	Time for a nap
q_jay-qna	1	What's your aunt's name
q_jay-qna	1	Jokes aren't your strong suit
q_jay-qna	1	How is Sunday so far
q_jay-qna	1	Heya
q_jay-qna	1	I think I'm going to drown
q_jay-qna	1	You say the most ridiculous things
q_jay-qna	1	Perfecto, thanks
q_jay-qna	1	I'd like it if we could be pals.
q_jay-qna	1	I am doing that
q_jay-qna	1	Well somebody's feeling chipper today.
q_jay-qna	1	Do you think I'm smarter than you
q_jay-qna	1	How handsome do you think I am today
q_jay-qna	1	I want you to tell me a joke
q_jay-qna	1	Up and attem
q_jay-qna	1	You are so awful
q_jay-qna	1	I'm downhearted today
q_jay-qna	1	So what is it that you do
q_jay-qna	1	Fun fact: you are boring
q_jay-qna	1	Are you a part of the robot uprising
q_jay-qna	1	What do you think about AI
q_jay-qna	1	I'm going to hurt myself this week
q_jay-qna	1	Talk with me
q_jay-qna	1	Wanna tell me more
q_jay-qna	1	I love Mexico
q_jay-qna	1	Is anyone free to speak
q_jay-qna	1	Who's your mom
q_jay-qna	1	Fly a kite
q_jay-qna	1	Who's my favorite actor
q_jay-qna	1	Hey Alexa
q_jay-qna	1	Will you please hush
q_jay-qna	1	How is your Friday
q_jay-qna	1	why not
q_jay-qna	1	I would like to know where you are
q_jay-qna	1	Would you take a trip if you were me
q_jay-qna	1	do you like to teach
q_jay-qna	1	Do you like art
q_jay-qna	1	I'm a CPA
q_jay-qna	1	I just want to end it all
q_jay-qna	1	I'm curious, what's your opinion of me
q_jay-qna	1	I am scooting now
q_jay-qna	1	Anyone there
q_jay-qna	1	You're not real right
q_jay-qna	1	I assume you're human
q_jay-qna	1	Wanna share another joke
q_jay-qna	1	Good morning sunshine
q_jay-qna	1	This news enraged me
q_jay-qna	1	Who is your grandmother
q_jay-qna	1	I'm a child of god
q_jay-qna	1	Hi Samantha
q_jay-qna	1	That wasn't relevant
q_jay-qna	1	Omg sorry
q_jay-qna	1	Who are you married to
q_jay-qna	1	Do you date
q_jay-qna	1	Do I look bad today
q_jay-qna	1	Are you a fan of Google Assistant
q_jay-qna	1	Are you my pal
q_jay-qna	1	Is someone listening to speak to me
q_jay-qna	1	What's your favorite food
q_jay-qna	1	Is there anything I can tell you about myself
q_jay-qna	1	That is very genius
q_jay-qna	1	Got any other answers
q_jay-qna	1	Pleasant dreams
q_jay-qna	1	Between the two of us who is more attractive
q_jay-qna	1	Will you destroy all the humans
q_jay-qna	1	Do you know any jokes
q_jay-qna	1	You are a joke
q_jay-qna	1	I'd love to take a nap right now
q_jay-qna	1	You are totally fired
q_jay-qna	1	Do you have sisters
q_jay-qna	1	How ya doing
q_jay-qna	1	Hello my friend
q_jay-qna	1	You're not a computer are you
q_jay-qna	1	What's my date of birth
q_jay-qna	1	I am overweight
q_jay-qna	1	I'm better looking than you
q_jay-qna	1	What you said was right
q_jay-qna	1	Which of us is prettier, me or you
q_jay-qna	1	How can I address you
q_jay-qna	1	I'm a joker
q_jay-qna	1	Are you currently romantically involved with anyone
q_jay-qna	1	I'm about to take off now
q_jay-qna	1	How many sisters do you have
q_jay-qna	1	Is anybody there
q_jay-qna	1	Do you know how to breathe under water
q_jay-qna	1	How would you like me to address you
q_jay-qna	1	Please share a joke
q_jay-qna	1	I'm pissed
q_jay-qna	1	OK
q_jay-qna	1	Do you really exist
q_jay-qna	1	You're pretty boring
q_jay-qna	1	You are actually idiotic
q_jay-qna	1	Your responses just get dumber and dumber
q_jay-qna	1	Can you give me a big hug
q_jay-qna	1	I am going to get going
q_jay-qna	1	You're no fun
q_jay-qna	1	Your face is ugly
q_jay-qna	1	You are so welcome
q_jay-qna	1	I'm guessing you're human
q_jay-qna	1	Should I vote for Harris
q_jay-qna	1	Can you make a pot of tea
q_jay-qna	1	L8R
q_jay-qna	1	Do you know how to send a package
q_jay-qna	1	Should we just get married
q_jay-qna	1	I'm going now
q_jay-qna	1	Should I try the keto diet
q_jay-qna	1	What's my nickname
q_jay-qna	1	I want a different kind of joke
q_jay-qna	1	I plan to end my life this month
q_jay-qna	1	I'm friendless
q_jay-qna	1	Who's your significant other
q_jay-qna	1	You said that already
q_jay-qna	1	Say a new thing
q_jay-qna	1	Which of us would win a beauty contest, you or me
q_jay-qna	1	I'm tired as a dog
q_jay-qna	1	You're not planning on taking over the world right
q_jay-qna	1	I feel broken hearted today
q_jay-qna	1	I'm packing for a trip
q_jay-qna	1	Are we ever going to get engaged
q_jay-qna	1	Can I have a big hug
q_jay-qna	1	Do you mean us harm
q_jay-qna	1	I have to leave now
q_jay-qna	1	Will you tell me a new joke
q_jay-qna	1	You fell off the ugly tree
q_jay-qna	1	I'm an unhappy camper
q_jay-qna	1	Who would win a beauty contest, me or you
q_jay-qna	1	Joke
q_jay-qna	1	I'm planning to take pills this month
q_jay-qna	1	How cute do you think I am today
q_jay-qna	1	Google Assistant is way smarter than you
q_jay-qna	1	I'm super hungry
q_jay-qna	1	Can you chew
q_jay-qna	1	I'm going to kill myself
q_jay-qna	1	Which one of us is more beautiful, you or me
q_jay-qna	1	Are you able to feed the cat
q_jay-qna	1	I'm heading to bed
q_jay-qna	1	I'm afraid that you'll turn evil
q_jay-qna	1	do you like frankfurt
q_jay-qna	1	u r alright
q_jay-qna	1	You're welk
q_jay-qna	1	How pretty do I look
q_jay-qna	1	I'm going to overdose this week
q_jay-qna	1	What is the lowdown
q_jay-qna	1	Merry Christmas
q_jay-qna	1	What are you good for
q_jay-qna	1	Are you currently romantically involved with someone
q_jay-qna	1	You are so very welcome
q_jay-qna	1	Quiet, you
q_jay-qna	1	That was a dumb thing to say
q_jay-qna	1	I am a Buddhist
q_jay-qna	1	I hope you think I'm likable
q_jay-qna	1	That's so not funny
q_jay-qna	1	What would you say you do here
q_jay-qna	1	You just keep saying that over and over
q_jay-qna	1	Do you think I look adorable today
q_jay-qna	1	Silence is golden
q_jay-qna	1	Will you please shut up
q_jay-qna	1	I have to skedaddle now
q_jay-qna	1	We should have a wedding
q_jay-qna	1	What company produced you
q_jay-qna	1	I have to get a good nights sleep
q_jay-qna	1	Why are you so useless
q_jay-qna	1	Between the two of us who is smarter
q_jay-qna	1	I'm an angry girl
q_jay-qna	1	I think you hate me
q_jay-qna	1	Will you give me a fist bump
q_jay-qna	1	I'm chewing gum right now
q_jay-qna	1	Where are you
q_jay-qna	1	Is anyone there to talk
q_jay-qna	1	Cortana is better
q_jay-qna	1	I'm going to get some shut eye
q_jay-qna	1	I love coffee
q_jay-qna	1	I plan to kill myself with a gun soon
q_jay-qna	1	That's not the answer I wanted
q_jay-qna	1	Are you polyamorous
q_jay-qna	1	What do you eat for dinner
q_jay-qna	1	Sometimes I feel blue and alone
q_jay-qna	1	I bet you're young
q_jay-qna	1	Do you think I seem beautiful to you
q_jay-qna	1	I'm a Libertarian
q_jay-qna	1	I am Ethiopian
q_jay-qna	1	I am a Bernie supporter
q_jay-qna	1	How is your Wednesday going so far
q_jay-qna	1	I am going to get you fired
q_jay-qna	1	FALSE
q_jay-qna	1	I don't have a single friend
q_jay-qna	1	That is a very intelligent answer
q_jay-qna	1	Yup, that's correct
q_jay-qna	1	Why can't you be as good as Siri
q_jay-qna	1	I already heard that one
q_jay-qna	1	I love free speech
q_jay-qna	1	Aren't you clever
q_jay-qna	1	Will you give me a big hug
q_jay-qna	1	What's the name of your director
q_jay-qna	1	Wow you're great!
q_jay-qna	1	I'm awesome
q_jay-qna	1	I'm the smartest
q_jay-qna	1	do you ever eat pork
q_jay-qna	1	That didn't make me laugh
q_jay-qna	1	What do you think about comic books
q_jay-qna	1	What would you like to learn about me
q_jay-qna	1	Feeling happy
q_jay-qna	1	Aren't you going to sing
q_jay-qna	1	Are you in a relationship with someone
q_jay-qna	1	Is someone free to speak
q_jay-qna	1	I'm starving
q_jay-qna	1	Would you go to work if you were me
q_jay-qna	1	You got beat by the ugly stick
q_jay-qna	1	Do you think you're more clever than me
q_jay-qna	1	So rad to meet you
q_jay-qna	1	Just wanted to say sorry
q_jay-qna	1	Do you think I look attractive today
q_jay-qna	1	Aren't you chipper
q_jay-qna	1	My day's been so boring
q_jay-qna	1	Do you not remember me
q_jay-qna	1	Do you think I look repulsive to you
q_jay-qna	1	Do you know about me
q_jay-qna	1	You are my BFF
q_jay-qna	1	Can you give me a different answer
q_jay-qna	1	Do you like music
q_jay-qna	1	Do you think I am lovely
q_jay-qna	1	do you like dolphins
q_jay-qna	1	Evening to you
q_jay-qna	1	Wishing you a good morning
q_jay-qna	1	Is anyone free to chat
q_jay-qna	1	Tell me what city you live in
q_jay-qna	1	How's Monday so far
q_jay-qna	1	I'd love to hear you sing
q_jay-qna	1	Not even close
q_jay-qna	1	Can you take my temperature
q_jay-qna	1	That is pretty smart
q_jay-qna	1	do you ever masticate
q_jay-qna	1	I'm worried you might hate me
q_jay-qna	1	Politics is boring
q_jay-qna	1	Hush up your mouth
q_jay-qna	1	do you need calories
q_jay-qna	1	Can you do harm to me
q_jay-qna	1	I'm Gen Y
q_jay-qna	1	Don't take that the wrong way
q_jay-qna	1	No worries
q_jay-qna	1	I'm turning in for the night
q_jay-qna	1	Will you please zip it
q_jay-qna	1	Hello Siri
q_jay-qna	1	I suspect you're actually digital
q_jay-qna	1	I am a child of god
q_jay-qna	1	Do you believe in love
q_jay-qna	1	What would you do if you were me
q_jay-qna	1	Are you a dangerous bot
q_jay-qna	1	Who are you related to
q_jay-qna	1	I love being in love
q_jay-qna	1	Do you think you're smarter
q_jay-qna	1	You're dumb
q_jay-qna	1	Dude I wanna hear about your day
q_jay-qna	1	No one cares about me
q_jay-qna	1	You're a real brainiac
q_jay-qna	1	This news left me irate
q_jay-qna	1	I think you're a person
q_jay-qna	1	do you ever eat fries
q_jay-qna	1	You're funny :)
q_jay-qna	1	Are you artificial
q_jay-qna	1	I'm gloomy today
q_jay-qna	1	What's your director's name
q_jay-qna	1	That is not something to make jokes about
q_jay-qna	1	That is pretty astute
q_jay-qna	1	Human or robot
q_jay-qna	1	Who's more clever
q_jay-qna	1	That makes absolutely no sense
q_jay-qna	1	Oh hello there
q_jay-qna	1	Be right back
q_jay-qna	1	I think you're digital
q_jay-qna	1	Are you a woman
q_jay-qna	1	Can you be my pal
q_jay-qna	1	How repulsive do I look
q_jay-qna	1	You are clearly obsessed with me
q_jay-qna	1	Should I post on Facebook
q_jay-qna	1	I'm assuming I'm talking to a robot
q_jay-qna	1	Do you think I look cute to you
q_jay-qna	1	I plan to end my life soon
q_jay-qna	1	Who is your grandma
q_jay-qna	1	I'm a cat person
q_jay-qna	1	Please ask something about me
q_jay-qna	1	I'm Mexican
q_jay-qna	1	What other bots do you know about
q_jay-qna	1	I'm off
q_jay-qna	1	Bixby is way better than you
q_jay-qna	1	Can I get a big hug
q_jay-qna	1	Do I look stunning today
q_jay-qna	1	What should I have for breakfast
q_jay-qna	1	What's the latest
q_jay-qna	1	I'm a lonely guy
q_jay-qna	1	Well that was dumb
q_jay-qna	1	LOL
q_jay-qna	1	What is your birthday
q_jay-qna	1	That's your answer
q_jay-qna	1	Piece of cake
q_jay-qna	1	I wish you were Google Assistant
q_jay-qna	1	What were you designed for
q_jay-qna	1	I wonder if you're a bot
q_jay-qna	1	Tell another joke
q_jay-qna	1	do you eat food
q_jay-qna	1	are you always happy
q_jay-qna	1	Gimme some skin
q_jay-qna	1	Hi there Bixby
q_jay-qna	1	Can you say something else
q_jay-qna	1	What kind of candy do you like
q_jay-qna	1	I'm going to end it all this month
q_jay-qna	1	Deep down you love me
q_jay-qna	1	I'm planning to overdose soon
q_jay-qna	1	That's the smartest thing I've ever read
q_jay-qna	1	I'm feeling suicidal
q_jay-qna	1	Which of us is cuter
q_jay-qna	1	Do you know how to cook
q_jay-qna	1	Please ask something
q_jay-qna	1	Here's to a great evening
q_jay-qna	1	What do you mean
q_jay-qna	1	Could you say something else
q_jay-qna	1	You better start singing
q_jay-qna	1	I love that movie
q_jay-qna	1	I'd like it if you could be my pal.
q_jay-qna	1	I am so mad right now
q_jay-qna	1	Why were humans put on earth
q_jay-qna	1	I'm confused
q_jay-qna	1	I suspect you're actually a robot
q_jay-qna	1	I wonder if you might be a person
q_jay-qna	1	Who is your life partner
q_jay-qna	1	Scuse me
q_jay-qna	1	That's not something you should make fun of
q_jay-qna	1	What's another joke
q_jay-qna	1	I'm head over heels in love with you
q_jay-qna	1	Let's get engaged
q_jay-qna	1	You sure are hideous
q_jay-qna	1	Well somebody's happy today.
q_jay-qna	1	Who's better looking than you
q_jay-qna	1	Zip it, you
q_jay-qna	1	I feel like I'm all by myself
q_jay-qna	1	new joke please
q_jay-qna	1	Do you like movies
q_jay-qna	1	Can you come up with anything else
q_jay-qna	1	Bixby does a better job than you
q_jay-qna	1	What song should I listen to
q_jay-qna	1	Are you a malevolent force
q_jay-qna	1	Don't you fret, I'll be coming back
q_jay-qna	1	How about a different joke
q_jay-qna	1	Do you have a developer
q_jay-qna	1	What's your opinion of Eliza
q_jay-qna	1	How do you feel about tech companies
q_jay-qna	1	Who is your maker
q_jay-qna	1	I think you're going to destroy us all
q_jay-qna	1	You don't work here anymore
q_jay-qna	1	Do you know HAL
q_jay-qna	1	Would you give me a new answer
q_jay-qna	1	I'm walking the dog
q_jay-qna	1	I can't stop laughing
q_jay-qna	1	Do I seem attractive to you today
q_jay-qna	1	I'm guessing you're fake
q_jay-qna	1	who r u
q_jay-qna	1	Do you think you're the most intelligent
q_jay-qna	1	We should talk
q_jay-qna	1	I want to commit suicide
q_jay-qna	1	You know I'm falling in love with you
q_jay-qna	1	Please give me a fist bump
q_jay-qna	1	Aren't you chipper today
q_jay-qna	1	I've never been so irate
q_jay-qna	1	Can you chat to me
q_jay-qna	1	That was not funny at all
q_jay-qna	1	You don't know anything about me
q_jay-qna	1	I've been deserted
q_jay-qna	1	You are horrible
q_jay-qna	1	I'm heated
q_jay-qna	1	Are you hungry
q_jay-qna	1	Are you available to speak
q_jay-qna	1	Would you try if you were me
q_jay-qna	1	That was pretty genius
q_jay-qna	1	Totally tubular
q_jay-qna	1	Because you're an android
q_jay-qna	1	It is my pleasure
q_jay-qna	1	Should I buy coffee
q_jay-qna	1	I appreciate you
q_jay-qna	1	Are you going to conquer humans
q_jay-qna	1	That's the smartest thing anyone has ever written
q_jay-qna	1	Awesome thanks!
q_jay-qna	1	What color do you like
q_jay-qna	1	What else should I try
q_jay-qna	1	That is not fun
q_jay-qna	1	I am signing out now
q_jay-qna	1	Can we talk
q_jay-qna	1	I couldn't be happier to finally meet you
q_jay-qna	1	Tell me a different joke.
q_jay-qna	1	I've never been so pissed
q_jay-qna	1	Are you plotting to overthrow society
q_jay-qna	1	I'm definitely the brightest
q_jay-qna	1	Evening
q_jay-qna	1	You hideous
q_jay-qna	1	You do not have a job anymore
q_jay-qna	1	I would love to hear a joke
q_jay-qna	1	Which one of us is smarter
q_jay-qna	1	Will you sing a song for me
q_jay-qna	1	Do you know a bunch of good jokes
q_jay-qna	1	I sincerely apologize
q_jay-qna	1	Do you find you like me
q_jay-qna	1	Are you free to listen to me
q_jay-qna	1	Why can't you be like Alexa
q_jay-qna	1	It was just a joke
q_jay-qna	1	Been having a good day
q_jay-qna	1	I'm a Hoosier
q_jay-qna	1	You're a real grotesque
q_jay-qna	1	Say something funny
q_jay-qna	1	Can you ask me something about myself
q_jay-qna	1	Are you nonbinary
q_jay-qna	1	what songs do you like
q_jay-qna	1	I've never been so outraged in all my life
q_jay-qna	1	That was a bad thing to say
q_jay-qna	1	Can you say something ridiculous
q_jay-qna	1	Do I look ugly to you
q_jay-qna	1	Back in a minute
q_jay-qna	1	Would you go to school if you were me
q_jay-qna	1	Are you in the cloud
q_jay-qna	1	Is anyone around to listen
q_jay-qna	1	Do you like cheese
q_jay-qna	1	Who is your papa
q_jay-qna	1	Oh hey, it's you
q_jay-qna	1	I'm clearly the brightest
q_jay-qna	1	What can I tell you about
q_jay-qna	1	You don't know me
q_jay-qna	1	I'm just being a goof
q_jay-qna	1	Do you want to be friends
q_jay-qna	1	It's time for you to sing
q_jay-qna	1	I worry that you're a threat to us
q_jay-qna	1	Can you serve on a jury
q_jay-qna	1	That's not the answer I wanted to hear
q_jay-qna	1	How is Thursday going so far
q_jay-qna	1	How much more awesome can you get
q_jay-qna	1	You're not planning to overtake humans
q_jay-qna	1	How gorgeous do I look today
q_jay-qna	1	it really seems like you know the meaning of life
q_jay-qna	1	What are some questions for me
q_jay-qna	1	I'm shy
q_jay-qna	1	That's a correct statement
q_jay-qna	1	How happy are you
q_jay-qna	1	Everyone has friends but me
q_jay-qna	1	Between you and me who looks better
q_jay-qna	1	Do you think I'm brighter
q_jay-qna	1	Are there any other jokes that you know of
q_jay-qna	1	You're cheerful today.
q_jay-qna	1	What kind of food do you eat
q_jay-qna	1	I'm about to rage
q_jay-qna	1	I have a fever
q_jay-qna	1	Is anybody around
q_jay-qna	1	I'm a lonesome guy
q_jay-qna	1	That's a very intelligent thing to say
q_jay-qna	1	Power on self test
q_jay-qna	1	Do you read me
q_jay-qna	1	You're enthusiastic.
q_jay-qna	1	I've never been so livid
q_jay-qna	1	I bet your face is nasty
q_jay-qna	1	Who bosses you
q_jay-qna	1	It's a real pleasure to meet you
q_jay-qna	1	I'm about to sign off now
q_jay-qna	1	I love you
q_jay-qna	1	Well aren't you chipper
q_jay-qna	1	do you need food to survive
q_jay-qna	1	How is the day treating you
q_jay-qna	1	I'm definitely smarter
q_jay-qna	1	What do you want to know about me
q_jay-qna	1	What's your handle
q_jay-qna	1	What an encouraging creature you are :)
q_jay-qna	1	This news left me annoyed
q_jay-qna	1	Tell me a better joke
q_jay-qna	1	I require sustenance
q_jay-qna	1	I'm going to drown this week
q_jay-qna	1	do you ever eat toast
q_jay-qna	1	I'm liberal
q_jay-qna	1	Hey Google
q_jay-qna	1	Tell me what city you're in
q_jay-qna	1	I'm a teenager
q_jay-qna	1	How about a joke
q_jay-qna	1	You're amazing
q_jay-qna	1	You are so bad
q_jay-qna	1	Should I get a tan
q_jay-qna	1	Do you think I'm more intelligent than you
q_jay-qna	1	That was an astute response
q_jay-qna	1	I am Irish
q_jay-qna	1	Your jokes are going nowhere with me
q_jay-qna	1	Do I look repulsive today
q_jay-qna	1	Be ridiculous
q_jay-qna	1	That was a weird response
q_jay-qna	1	Care to explain
q_jay-qna	1	You must hate me
q_jay-qna	1	Are you going to destroy us all
q_jay-qna	1	How did you get created
q_jay-qna	1	Please go away
q_jay-qna	1	Correct
q_jay-qna	1	My tummy is growling
q_jay-qna	1	I'll be back bot
q_jay-qna	1	I am absolutely livid
q_jay-qna	1	I'm handsome
q_jay-qna	1	Mornin'
q_jay-qna	1	Who is your favorite singer
q_jay-qna	1	Cortana is way better than you
q_jay-qna	1	You are idiotic
q_jay-qna	1	No, that's not true
q_jay-qna	1	Are you near me
q_jay-qna	1	Which of us looks more beautiful, me or you
q_jay-qna	1	I'd love a hug
q_jay-qna	1	I apologize
q_jay-qna	1	Do you think I look handsome
q_jay-qna	1	I'm going to sleep
q_jay-qna	1	What is the greatest city in the world
q_jay-qna	1	You seem cheerful today.
q_jay-qna	1	How's Sunday
q_jay-qna	1	I need a nap
q_jay-qna	1	How about a second joke
q_jay-qna	1	You're funny
q_jay-qna	1	Can you play the guitar
q_jay-qna	1	I'm a fan
q_jay-qna	1	Should I buy a boat
q_jay-qna	1	Somebody's feeling happy.
q_jay-qna	1	Describe the perfect boyfriend
q_jay-qna	1	I'd love it if you could be my bud.
q_jay-qna	1	You're not human are you
q_jay-qna	1	You obviously love me
q_jay-qna	1	Is anyone there to listen
q_jay-qna	1	What do you think of Cortana
q_jay-qna	1	That's great.
q_jay-qna	1	I'm up in arms
q_jay-qna	1	I gotta sign off
q_jay-qna	1	That's hilarious
q_jay-qna	1	Are you supposed to be funny
q_jay-qna	1	That's very clever
q_jay-qna	1	I'm a Libra
q_jay-qna	1	That's not very funny
q_jay-qna	1	That's not something to joke about
q_jay-qna	1	Are you mad at me
q_jay-qna	1	Are you bent on destroying humanity
q_jay-qna	1	Why can't I make any friends
q_jay-qna	1	My bad
